id,data_hora,status_turbina,nivel_montante_grade,corrente_fase_AB,corrente_fase_BC,corrente_fase_CA,tensao_fase_AB,tensao_fase_BC,tensao_fase_CA,excitacao_tensao,excitasao_corrente,frequencia,potencia_ativa,potencia_reativa,potencia_aparente,fp,distribuidor,rotor,pressao_montante,velocidade,horimetro,acumulador_energia,temp_oleo_UHLM,pressao_UHRV,temp_oleo_UHRV,temp_enrol_fase_A,temp_enrol_fase_B,temp_enrol_fase_C,temp_nucleo,temp_CSU1,temp_vedacao_eixo_la,temp_vedacao_eixo_lna,temp_manc_esc_comb,temp_manc_rad_comb,temp_cont_esc_manc_comb,temp_manc_rad_guia,temp_manc_rad_comb_la,temp_manc_rad_comb_lna
136523,2025-10-31 00:15:52,0,869.738,927.0,918.0,917.0,708.0,707.0,706.0,41.082,9.79323,60.022,1124.0,-140.0,1133.0,9.91,84.9609,69.5068,0.99375,276.0,2183.18,2170.67,37.7,130.938,41.3,71.4,71.4,70.3,60.3,33.7,27.5,27.2,39.2,39.4,39.2,38.6,42.6,38.4
136528,2025-10-31 00:21:02,0,869.738,927.0,918.0,919.0,709.0,708.0,707.0,41.082,9.80625,60.0879,1112.0,-133.0,1120.0,9.92,84.8633,68.3472,0.99375,277.0,2183.28,2170.76,37.6,150.312,41.2,71.3,71.4,70.2,60.2,33.6,27.7,27.3,39.2,39.4,39.2,38.6,42.7,38.5
136533,2025-10-31 00:26:12,0,869.75,918.0,914.0,914.0,709.0,708.0,707.0,41.082,9.79063,60.0659,1130.0,-142.0,1139.0,9.91,84.8389,67.7734,0.99375,277.0,2183.38,2170.85,37.7,126.719,41.3,71.2,71.3,70.1,60.2,33.6,27.6,27.2,39.2,39.4,39.2,38.6,42.7,38.4
136538,2025-10-31 00:48:56,0,869.763,992.0,985.0,987.0,711.0,710.0,710.0,42.084,10.1628,60.0659,1219.0,-152.0,1229.0,9.91,88.3789,79.48,0.98125,276.0,2183.78,2171.33,37.6,121.406,41.1,74.2,74.4,73.1,61.1,33.7,27.7,27.2,39.2,39.4,39.2,38.6,42.7,38.4
136543,2025-10-31 00:54:06,0,869.763,992.0,991.0,992.0,711.0,711.0,710.0,42.084,10.1316,60.0586,1220.0,-158.0,1230.0,9.91,88.4033,80.9937,0.98125,277.0,2183.78,2171.44,37.8,126.562,41.1,74.6,74.8,73.5,61.5,33.6,27.6,27.2,39.2,39.4,39.2,38.6,42.7,38.4
136548,2025-10-31 00:59:16,0,869.767,993.0,987.0,991.0,712.0,711.0,711.0,43.086,10.1784,60.0806,1207.0,-149.0,1216.0,9.91,88.501,80.7373,0.9875,276.0,2183.88,2171.56,37.7,131.406,41.1,74.9,75.1,73.8,61.9,33.8,27.5,27.2,39.2,39.4,39.3,38.6,42.6,38.3
136553,2025-10-31 01:22:01,0,869.775,1002.0,1000.0,1002.0,711.0,711.0,711.0,43.086,10.5792,60.0366,1216.0,-132.0,1224.0,9.93,88.3301,80.2246,0.9875,277.0,2184.28,2172.05,37.6,125.469,41.1,75.9,76.1,74.8,62.9,33.7,27.6,27.2,39.2,39.4,39.2,38.6,42.6,38.3
136558,2025-10-31 01:27:11,0,869.788,994.0,991.0,992.0,708.0,708.0,708.0,42.084,10.1524,60.0806,1235.0,-159.0,1246.0,9.91,88.3301,80.2856,0.9875,276.0,2184.38,2172.16,37.5,124.531,41.2,76.1,76.3,75.1,63.1,33.7,27.5,27.2,39.2,39.4,39.2,38.6,42.6,38.3
136563,2025-10-31 01:50:56,0,869.788,1015.0,1014.0,1013.0,709.0,708.0,708.0,44.088,10.2721,60.0073,1240.0,-161.0,1250.0,9.91,88.5376,80.2002,0.9875,277.0,2184.78,2172.67,37.5,137.656,41.2,76.7,76.9,75.6,63.6,33.6,27.6,27.2,39.1,39.4,39.1,38.6,42.6,38.2
136568,2025-10-31 01:56:07,0,869.788,989.0,987.0,987.0,709.0,709.0,708.0,43.086,10.181,60.022,1233.0,-157.0,1243.0,9.91,88.4521,80.5176,0.9875,277.0,2184.88,2172.78,37.6,148.906,41.2,76.7,76.9,75.7,63.6,33.3,27.5,27.2,39.1,39.4,39.1,38.5,42.5,38.2
136573,2025-10-31 02:01:17,0,869.688,912.0,913.0,911.0,714.0,714.0,713.0,41.082,9.92336,60.0366,1123.0,-153.0,1134.0,9.9,86.2915,70.9717,0.9875,276.0,2184.98,2172.89,37.5,120.625,41.2,76.3,76.5,75.2,63.7,29.2,27.5,27.1,39.1,39.4,39.1,38.5,42.3,38.0
136578,2025-10-31 02:24:01,0,869.625,905.0,904.0,904.0,714.0,714.0,714.0,41.082,9.89473,60.0073,1133.0,-145.0,1142.0,9.91,87.3047,78.0151,0.975,277.0,2185.28,2173.29,36.8,123.281,41.1,73.0,73.1,71.7,62.1,28.7,27.5,27.1,38.9,39.2,38.9,38.3,42.0,37.7
136583,2025-10-31 02:29:11,0,869.6,910.0,909.0,910.0,715.0,714.0,714.0,41.082,9.92336,60.0879,1093.0,-126.0,1100.0,9.93,87.7686,78.7476,0.975,277.0,2185.38,2173.38,36.8,131.406,41.1,72.7,72.8,71.4,61.8,28.8,27.5,27.0,38.8,39.1,38.8,38.2,41.9,37.6
136588,2025-10-31 02:51:55,0,869.588,926.0,922.0,922.0,711.0,710.0,710.0,41.082,10.0457,60.0586,1092.0,-130.0,1100.0,9.92,88.0127,77.3071,0.975,276.0,2185.78,2173.77,36.5,122.188,41.2,72.0,72.1,70.8,61.0,31.6,27.5,27.0,38.6,38.9,38.6,38.0,41.9,37.5
136593,2025-10-31 02:57:05,0,869.588,937.0,933.0,936.0,712.0,711.0,711.0,41.082,10.0066,60.0586,1117.0,-141.0,1126.0,9.91,87.4512,75.7812,0.975,276.0,2185.88,2173.86,36.7,130.0,41.2,71.9,72.0,70.7,60.9,32.7,27.4,27.0,38.6,38.9,38.6,38.0,42.0,37.6
136598,2025-10-31 03:02:16,0,869.588,910.0,906.0,907.0,712.0,711.0,711.0,41.082,9.8609,60.0,1112.0,-133.0,1120.0,9.91,87.1094,73.7305,0.975,275.0,2185.98,2173.95,36.9,140.312,41.1,71.8,71.9,70.6,60.8,33.1,27.3,27.0,38.6,38.9,38.6,38.0,42.0,37.7
136603,2025-10-31 03:25:00,0,869.625,932.0,927.0,928.0,710.0,710.0,709.0,42.084,9.81405,60.0952,1137.0,-144.0,1146.0,9.91,86.0718,71.8872,0.98125,277.0,2186.38,2174.36,37.1,142.656,41.0,71.4,71.5,70.2,60.3,33.3,27.4,27.0,38.7,38.9,38.7,38.1,42.2,37.9
136608,2025-10-31 03:30:10,0,869.625,938.0,934.0,934.0,710.0,710.0,709.0,42.084,9.82446,60.0366,1124.0,-141.0,1133.0,9.91,85.9009,70.4956,0.98125,275.0,2186.38,2174.46,37.2,121.562,41.0,71.3,71.4,70.1,60.2,33.2,27.3,27.1,38.7,38.9,38.7,38.1,42.2,37.9
136613,2025-10-31 03:52:54,0,869.651,923.0,919.0,920.0,710.0,710.0,709.0,41.082,9.94678,60.0073,1108.0,-133.0,1117.0,9.92,85.5103,69.2627,0.9875,277.0,2186.78,2174.87,37.1,125.156,40.9,70.9,71.0,69.7,59.9,33.1,27.5,27.1,38.7,39.0,38.8,38.1,42.2,38.0
136618,2025-10-31 03:58:04,0,869.663,915.0,914.0,913.0,710.0,710.0,710.0,41.082,9.78022,60.0366,1110.0,-139.0,1119.0,9.91,85.4248,69.6411,0.9875,276.0,2186.88,2174.96,37.3,135.781,40.8,70.8,71.0,69.7,59.8,33.1,27.4,27.1,38.8,39.0,38.8,38.2,42.1,37.9
136623,2025-10-31 04:03:14,0,869.675,919.0,915.0,915.0,709.0,709.0,708.0,41.082,9.79844,59.9561,1127.0,-137.0,1136.0,9.92,85.3027,71.2524,0.9875,276.0,2186.98,2175.05,37.2,120.781,40.8,70.8,70.9,69.6,59.8,33.0,27.4,27.1,38.8,39.0,38.8,38.1,42.1,37.9
136628,2025-10-31 04:27:01,0,869.7,923.0,920.0,922.0,709.0,708.0,708.0,40.08,9.72036,60.0293,1117.0,-141.0,1126.0,9.91,85.2051,69.397,0.9875,276.0,2187.38,2175.47,37.1,124.844,40.7,70.6,70.8,69.5,59.6,32.8,27.4,27.1,38.8,39.1,38.8,38.2,42.1,37.9
136633,2025-10-31 04:32:10,0,869.7,922.0,919.0,919.0,709.0,708.0,708.0,41.082,9.98842,60.0293,1126.0,-137.0,1134.0,9.91,85.083,69.7998,0.9875,276.0,2187.48,2175.56,37.2,136.406,40.7,70.6,70.7,69.4,59.6,32.3,27.3,27.1,38.8,39.0,38.8,38.2,42.1,37.8
136638,2025-10-31 04:55:56,0,869.721,907.0,903.0,904.0,709.0,708.0,707.0,40.08,9.74379,60.0513,1125.0,-142.0,1134.0,9.91,84.8389,69.8853,0.99375,275.0,2187.88,2175.98,37.2,141.406,40.6,70.5,70.7,69.4,59.5,32.6,27.4,27.0,38.8,39.1,38.8,38.2,42.0,37.8
136643,2025-10-31 05:01:07,0,869.725,934.0,931.0,931.0,708.0,707.0,707.0,40.08,9.71516,60.022,1125.0,-143.0,1134.0,9.91,84.8633,68.3838,1.0,277.0,2187.98,2176.07,37.1,127.5,40.6,70.5,70.6,69.4,59.5,32.7,27.3,27.0,38.8,39.0,38.8,38.2,42.0,37.8
136648,2025-10-31 05:06:16,0,869.725,927.0,922.0,924.0,707.0,706.0,705.0,40.08,9.72036,59.9927,1130.0,-142.0,1139.0,9.91,84.8633,68.4814,0.99375,277.0,2188.08,2176.16,37.2,143.125,40.5,70.6,70.6,69.4,59.5,32.7,27.3,27.0,38.8,39.1,38.8,38.2,42.0,37.7
136653,2025-10-31 05:29:00,0,869.738,922.0,919.0,923.0,707.0,707.0,707.0,40.08,9.73598,60.0,1108.0,-134.0,1117.0,9.92,84.6191,68.7256,0.99375,276.0,2188.38,2176.57,37.1,126.562,40.5,70.5,70.6,69.4,59.5,32.9,27.3,27.0,38.8,39.0,38.8,38.2,42.0,37.8
136658,2025-10-31 05:34:10,0,869.75,927.0,922.0,924.0,707.0,707.0,707.0,40.08,9.72036,60.022,1121.0,-138.0,1129.0,9.92,84.8145,67.334,0.99375,276.0,2188.48,2176.66,37.1,139.062,40.3,70.6,70.6,69.4,59.5,32.8,27.3,27.0,38.8,39.1,38.8,38.2,42.0,37.7
136663,2025-10-31 06:03:08,0,869.75,992.0,992.0,993.0,708.0,707.0,708.0,42.084,10.0613,59.9707,1204.0,-145.0,1213.0,9.92,87.4146,76.8799,0.9875,276.0,2188.98,2177.22,37.1,124.375,40.3,71.9,72.1,70.7,59.7,32.8,27.3,27.0,38.8,39.0,38.8,38.2,42.0,37.7
136668,2025-10-31 06:08:17,0,869.75,1009.0,1010.0,1010.0,707.0,707.0,707.0,42.084,10.0353,60.022,1214.0,-161.0,1225.0,9.91,88.2446,79.1626,0.98125,277.0,2189.08,2177.33,36.9,131.25,40.3,72.8,73.0,71.6,60.1,32.7,27.3,27.0,38.8,39.0,38.8,38.2,42.0,37.7
136673,2025-10-31 06:35:09,0,869.75,1011.0,1012.0,1013.0,707.0,707.0,707.0,42.084,10.1264,60.0879,1201.0,-151.0,1211.0,9.91,88.7207,79.6997,0.9875,277.0,2189.49,2177.92,37.0,128.906,40.4,75.1,75.4,74.0,62.0,32.9,27.3,27.0,38.7,39.0,38.8,38.2,42.0,37.7
136678,2025-10-31 06:40:19,0,869.75,1023.0,1022.0,1025.0,707.0,707.0,707.0,42.084,10.1264,60.0879,1233.0,-163.0,1244.0,9.91,88.8428,79.5288,0.98125,277.0,2189.59,2178.03,37.0,133.75,40.4,75.4,75.6,74.3,62.2,32.7,27.2,27.0,38.8,39.0,38.7,38.1,42.0,37.7
136683,2025-10-31 07:07:11,0,869.745,1015.0,1011.0,1016.0,703.0,702.0,703.0,42.084,10.1394,60.0,1233.0,-152.0,1242.0,9.92,88.8794,81.1401,0.98125,276.0,2190.09,2178.61,37.0,129.219,40.5,76.4,76.5,75.2,63.1,32.7,27.2,26.9,38.7,39.0,38.7,38.1,42.0,37.7
136688,2025-10-31 07:34:03,0,869.75,1005.0,1004.0,1005.0,695.0,695.0,695.0,41.082,9.82186,60.0366,1220.0,-168.0,1232.0,9.9,87.9028,79.48,0.9875,277.0,2190.49,2179.19,37.0,133.594,40.6,76.6,76.9,75.5,63.5,32.8,27.2,26.9,38.7,39.0,38.7,38.1,42.0,37.7
136693,2025-10-31 07:39:14,0,869.75,991.0,992.0,991.0,695.0,695.0,695.0,41.082,10.0925,60.0659,1185.0,-144.0,1194.0,9.92,87.6465,78.7476,0.9875,277.0,2190.59,2179.3,36.9,149.062,40.7,76.6,76.8,75.5,63.5,32.7,27.2,26.9,38.7,39.0,38.7,38.1,42.0,37.7
136698,2025-10-31 08:01:58,0,869.75,1012.0,1014.0,1016.0,690.0,690.0,690.0,41.082,10.0977,60.0,1197.0,-152.0,1207.0,9.91,87.6831,78.0518,0.9875,277.0,2190.99,2179.79,36.9,138.906,40.6,76.7,76.9,75.5,63.5,32.8,27.2,26.9,38.7,39.0,38.7,38.1,42.0,37.7
136703,2025-10-31 08:07:08,0,869.75,1019.0,1025.0,1023.0,687.0,688.0,687.0,41.082,9.8609,59.9561,1182.0,-139.0,1190.0,9.92,87.7563,76.5137,0.9875,276.0,2191.09,2179.9,36.9,127.969,40.8,76.8,77.1,75.7,63.6,32.7,27.2,26.9,38.7,39.0,38.7,38.1,42.0,37.7
136708,2025-10-31 08:12:18,0,869.75,994.0,994.0,997.0,691.0,690.0,690.0,41.082,9.8609,60.0293,1193.0,-145.0,1202.0,9.92,87.7197,76.8921,0.9875,277.0,2191.19,2180.01,37.0,126.406,40.7,76.9,77.1,75.7,63.6,32.7,27.2,26.9,38.7,39.0,38.7,38.1,42.1,37.7
136713,2025-10-31 08:35:02,0,869.75,987.0,991.0,988.0,691.0,691.0,690.0,41.082,10.0873,60.0073,1203.0,-155.0,1213.0,9.91,87.6709,76.9531,0.98125,277.0,2191.49,2180.5,37.4,120.156,40.7,77.0,77.2,75.9,63.7,32.9,27.2,26.9,38.8,39.0,38.8,38.2,42.3,37.9
136718,2025-10-31 08:40:12,0,869.75,996.0,993.0,992.0,689.0,689.0,689.0,41.082,9.91555,60.0073,1200.0,-143.0,1209.0,9.92,87.7319,79.1992,0.98125,276.0,2191.59,2180.61,37.4,126.719,40.7,77.0,77.3,76.0,63.8,32.7,27.2,26.9,38.8,39.0,38.8,38.2,42.3,38.0
136723,2025-10-31 09:02:56,0,869.75,982.0,987.0,988.0,695.0,695.0,696.0,41.082,9.8583,60.0366,1198.0,-162.0,1209.0,9.9,87.3047,75.7812,0.9875,276.0,2191.99,2181.1,37.2,122.188,40.7,77.0,77.0,75.7,63.9,33.1,27.2,26.9,38.9,39.1,38.9,38.3,42.4,38.1
136728,2025-10-31 09:08:06,0,869.75,985.0,987.0,992.0,696.0,695.0,697.0,41.082,9.88432,59.9927,1178.0,-154.0,1188.0,9.91,87.3047,77.5269,0.9875,276.0,2192.09,2181.22,37.4,129.375,40.7,76.8,76.9,75.6,63.9,33.1,27.3,26.9,38.9,39.1,38.9,38.3,42.4,38.0
136733,2025-10-31 09:13:16,0,869.75,987.0,987.0,992.0,695.0,694.0,696.0,41.082,9.87391,60.0,1214.0,-170.0,1226.0,9.89,87.3291,77.3315,0.9875,277.0,2192.19,2181.33,37.4,137.031,40.7,76.8,76.9,75.5,63.8,32.9,27.2,26.9,38.9,39.1,38.9,38.3,42.4,38.0
136738,2025-10-31 09:37:02,0,869.75,1007.0,1008.0,1013.0,681.0,680.0,681.0,40.08,9.60065,60.0879,1161.0,-150.0,1171.0,9.91,86.7188,74.1699,0.9875,276.0,2192.59,2181.84,37.5,131.562,40.7,76.8,76.8,75.6,63.7,33.1,27.2,26.9,38.9,39.1,39.0,38.3,42.4,38.1
136743,2025-10-31 09:42:13,0,869.75,1002.0,998.0,1003.0,682.0,680.0,681.0,40.08,9.68913,60.0,1168.0,-157.0,1178.0,9.9,86.6089,73.8037,0.9875,277.0,2192.59,2181.95,37.4,145.469,40.6,76.8,76.8,75.6,63.7,32.9,27.2,26.9,38.9,39.2,39.0,38.3,42.5,38.1
136748,2025-10-31 10:05:59,0,869.75,987.0,984.0,987.0,678.0,678.0,678.0,40.08,9.6579,59.978,1149.0,-134.0,1157.0,9.92,86.6089,74.0234,0.9875,275.0,2192.99,2182.47,37.4,141.875,40.6,76.8,76.9,75.7,63.7,33.1,27.2,26.9,38.9,39.2,39.0,38.3,42.5,38.1
136753,2025-10-31 10:11:09,0,869.75,1002.0,998.0,1002.0,679.0,678.0,678.0,40.08,9.66051,60.0293,1173.0,-148.0,1183.0,9.91,86.499,74.4263,0.9875,277.0,2193.09,2182.58,37.4,122.344,40.6,76.8,76.9,75.7,63.7,33.0,27.2,26.9,38.9,39.2,39.0,38.3,42.4,38.0
136758,2025-10-31 10:16:19,0,869.75,1004.0,1003.0,1007.0,678.0,677.0,678.0,40.08,9.6553,60.0,1176.0,-144.0,1184.0,9.92,86.5601,72.9126,0.9875,276.0,2193.19,2182.69,37.4,129.688,40.7,76.8,77.0,75.7,63.7,33.0,27.2,26.9,38.9,39.2,39.0,38.3,42.4,38.0
136763,2025-10-31 10:40:05,0,869.75,1018.0,1010.0,1005.0,676.0,675.0,674.0,40.08,9.60846,59.9927,1158.0,-142.0,1167.0,9.92,86.5234,73.3887,0.99375,276.0,2193.59,2183.2,37.1,128.281,40.6,76.8,77.0,75.9,63.7,33.1,27.2,26.9,38.9,39.1,39.0,38.3,42.5,38.1
136768,2025-10-31 10:45:15,0,869.75,998.0,994.0,989.0,676.0,676.0,675.0,40.08,9.70215,60.0073,1190.0,-152.0,1200.0,9.91,86.7188,73.6694,0.9875,276.0,2193.69,2183.31,37.3,139.844,40.6,76.8,77.1,76.0,63.7,32.9,27.2,26.9,38.9,39.2,38.9,38.3,42.5,38.0
136773,2025-10-31 11:09:01,0,869.75,1019.0,1008.0,1011.0,675.0,673.0,673.0,40.08,9.81405,60.0366,1157.0,-141.0,1166.0,9.92,86.6455,73.6816,0.9875,276.0,2194.09,2183.83,37.3,135.312,40.6,77.0,77.2,76.1,63.8,32.7,27.2,26.9,38.9,39.1,39.0,38.3,42.4,38.0
136778,2025-10-31 11:14:11,0,869.75,1033.0,1028.0,1028.0,676.0,675.0,675.0,40.08,9.76721,60.0293,1166.0,-162.0,1177.0,9.89,86.499,74.7437,0.9875,277.0,2194.19,2183.94,37.3,122.812,40.6,77.0,77.2,76.1,63.8,33.9,27.2,26.9,38.9,39.1,38.9,38.3,42.4,38.0
136783,2025-10-31 11:19:21,0,869.75,1013.0,1003.0,1008.0,677.0,676.0,676.0,40.08,9.63188,60.0293,1156.0,-142.0,1165.0,9.92,86.6455,75.1465,0.9875,276.0,2194.29,2184.05,37.1,126.562,40.6,77.1,77.2,76.2,63.9,33.5,27.4,26.9,38.9,39.1,38.9,38.3,42.4,38.0
136788,2025-10-31 11:42:05,0,869.75,979.0,973.0,972.0,678.0,677.0,677.0,40.08,9.5486,60.0806,1173.0,-155.0,1183.0,9.9,86.1206,72.5098,1.0,277.0,2194.59,2184.54,37.0,128.125,40.6,76.9,77.1,76.1,64.1,33.6,27.3,26.9,38.8,39.0,38.8,38.2,42.2,37.8
136793,2025-10-31 11:47:15,0,869.75,988.0,982.0,982.0,677.0,676.0,675.0,40.08,9.87391,60.0513,1134.0,-136.0,1142.0,9.92,86.084,71.9727,0.99375,277.0,2194.69,2184.65,37.1,137.344,40.5,76.8,77.0,76.0,64.1,33.2,27.3,26.9,38.7,39.0,38.8,38.1,42.3,37.8
136798,2025-10-31 12:09:59,0,869.75,967.0,953.0,959.0,698.0,696.0,695.0,41.082,9.89734,60.022,1131.0,-137.0,1139.0,9.92,85.5103,69.9219,0.99375,277.0,2195.09,2185.14,37.0,149.375,40.6,75.6,75.5,74.7,63.8,34.5,27.3,26.8,38.7,39.0,38.7,38.1,42.2,37.8
136803,2025-10-31 12:15:09,0,869.75,954.0,951.0,948.0,697.0,696.0,696.0,41.082,9.79584,60.0,1152.0,-143.0,1161.0,9.91,85.4248,70.3735,0.99375,275.0,2195.19,2185.25,37.1,126.094,40.6,75.5,75.5,74.5,63.6,34.2,27.3,26.9,38.7,39.0,38.7,38.1,42.2,37.8
136808,2025-10-31 12:20:20,0,869.75,963.0,954.0,955.0,699.0,697.0,696.0,41.082,9.77502,60.0513,1146.0,-147.0,1156.0,9.91,85.4614,70.6543,0.99375,277.0,2195.29,2185.36,36.9,135.469,40.5,75.4,75.4,74.4,63.6,34.3,27.5,26.9,38.7,39.0,38.7,38.1,42.3,37.9
136813,2025-10-31 12:45:08,0,869.75,951.0,939.0,947.0,699.0,698.0,698.0,41.082,9.97021,60.0366,1118.0,-139.0,1127.0,9.91,85.4736,70.6787,0.99375,277.0,2195.69,2185.89,37.1,132.344,40.5,75.3,75.3,74.3,63.5,34.1,27.4,27.0,38.7,38.9,38.7,38.1,42.3,37.8
136818,2025-10-31 12:50:18,0,869.75,954.0,948.0,949.0,698.0,697.0,697.0,41.082,10.0197,60.022,1164.0,-150.0,1173.0,9.91,85.4248,70.1416,0.99375,277.0,2195.79,2186.0,37.2,147.5,40.6,75.3,75.3,74.3,63.5,34.9,27.6,27.0,38.7,39.0,38.7,38.1,42.4,38.0
136823,2025-10-31 13:13:02,0,869.75,966.0,964.0,965.0,688.0,688.0,687.0,40.08,9.60065,60.0586,1131.0,-143.0,1140.0,9.91,85.376,70.3247,1.0,277.0,2196.19,2186.48,37.2,122.031,40.5,75.7,75.8,74.7,63.6,33.2,27.4,26.9,38.7,38.9,38.7,38.1,42.4,37.9
136828,2025-10-31 13:18:12,0,869.75,965.0,958.0,965.0,689.0,687.0,688.0,40.08,9.50956,60.0293,1131.0,-157.0,1141.0,9.89,85.3882,71.1304,0.99375,276.0,2196.19,2186.59,37.1,129.844,40.6,75.8,75.9,74.8,63.6,33.5,27.6,27.0,38.7,38.9,38.7,38.0,42.4,37.9
136833,2025-10-31 13:23:22,0,869.75,973.0,963.0,967.0,690.0,688.0,688.0,40.08,9.85309,60.0659,1132.0,-146.0,1141.0,9.91,85.4736,69.8242,0.99375,276.0,2196.29,2186.7,37.3,143.594,40.6,75.8,75.9,74.8,63.7,33.2,27.5,27.0,38.7,39.0,38.7,38.1,42.5,38.0
136838,2025-10-31 13:48:10,0,869.75,978.0,977.0,973.0,685.0,685.0,684.0,40.08,9.50696,60.0879,1148.0,-161.0,1159.0,9.89,85.4614,69.9829,0.99375,276.0,2196.69,2187.23,37.3,141.562,40.6,76.2,76.4,75.3,64.0,34.0,27.7,27.1,38.7,39.0,38.7,38.1,42.5,38.0
136843,2025-10-31 13:53:20,0,869.75,980.0,974.0,977.0,685.0,683.0,683.0,40.08,9.80885,60.0366,1149.0,-141.0,1158.0,9.92,85.4248,70.8374,0.9875,276.0,2196.79,2187.34,37.3,122.5,40.6,76.3,76.5,75.4,64.0,33.5,27.7,27.1,38.7,39.0,38.8,38.2,42.6,38.2
136848,2025-10-31 14:17:06,0,869.75,982.0,975.0,977.0,681.0,680.0,679.0,40.08,9.63188,60.0293,1152.0,-144.0,1161.0,9.91,85.3394,69.0796,0.99375,276.0,2197.19,2187.84,37.3,124.531,40.6,76.6,76.8,75.7,64.3,33.9,27.5,27.1,38.7,39.0,38.7,38.1,42.6,38.1
136853,2025-10-31 14:22:16,0,869.75,971.0,966.0,965.0,679.0,678.0,677.0,40.08,9.56421,60.0586,1134.0,-137.0,1143.0,9.92,85.376,70.5811,0.99375,277.0,2197.29,2187.95,37.2,135.156,40.6,76.7,76.9,75.8,64.4,34.0,27.7,27.1,38.8,39.0,38.8,38.2,42.7,38.2
136858,2025-10-31 14:45:01,0,869.75,946.0,938.0,947.0,683.0,681.0,682.0,40.08,9.79323,60.0586,1122.0,-137.0,1130.0,9.92,84.5703,67.9932,0.99375,276.0,2197.69,2188.37,37.2,122.344,40.6,76.2,76.2,75.2,64.2,34.7,27.6,27.1,38.8,39.0,38.8,38.2,42.6,38.1
136863,2025-10-31 14:50:11,0,869.75,949.0,943.0,947.0,687.0,686.0,687.0,39.078,9.48093,60.0879,1119.0,-157.0,1130.0,9.89,84.668,68.1274,0.99375,277.0,2197.79,2188.46,37.3,133.125,40.6,76.1,76.1,75.0,64.2,33.4,27.7,27.1,38.8,39.1,38.8,38.2,42.7,38.2
136868,2025-10-31 14:55:21,0,869.75,965.0,952.0,951.0,689.0,688.0,687.0,40.08,9.59805,60.0879,1108.0,-139.0,1117.0,9.91,84.5703,68.9209,0.99375,276.0,2197.89,2188.55,37.3,120.156,40.6,75.9,75.9,74.9,64.1,35.3,27.7,27.1,38.8,39.0,38.8,38.2,42.7,38.2
136873,2025-10-31 15:19:07,0,869.75,936.0,933.0,932.0,689.0,688.0,687.0,40.08,9.50436,60.0659,1124.0,-156.0,1135.0,9.89,84.6558,68.4326,1.0,276.0,2198.29,2188.95,37.2,129.688,40.6,75.4,75.6,74.4,63.8,34.2,27.8,27.2,38.8,39.0,38.7,38.2,42.6,38.1
136878,2025-10-31 15:24:17,0,869.75,959.0,955.0,957.0,691.0,689.0,690.0,41.082,9.6527,60.0366,1138.0,-160.0,1149.0,9.89,84.5703,68.3105,0.99375,276.0,2198.29,2189.04,37.3,149.219,40.6,75.4,75.5,74.3,63.7,34.1,27.7,27.2,38.8,39.0,38.8,38.1,42.6,38.1
136883,2025-10-31 15:49:06,0,869.75,932.0,937.0,937.0,695.0,695.0,695.0,41.082,9.72557,59.9707,1103.0,-135.0,1111.0,9.92,84.4971,67.5293,0.99375,277.0,2198.79,2189.47,37.2,126.406,40.6,74.9,75.0,73.6,63.4,34.2,27.8,27.2,38.7,39.0,38.8,38.2,42.6,38.1
136888,2025-10-31 15:54:16,0,869.75,926.0,927.0,932.0,693.0,693.0,693.0,40.08,9.60846,60.0586,1125.0,-152.0,1135.0,9.9,84.5825,67.627,1.0,276.0,2198.79,2189.55,37.3,138.438,40.5,75.0,75.0,73.6,63.3,34.7,27.7,27.1,38.7,39.0,38.8,38.2,42.6,38.1
136893,2025-10-31 16:18:02,0,869.75,937.0,932.0,939.0,695.0,694.0,694.0,40.08,9.60846,60.0806,1135.0,-157.0,1146.0,9.9,84.5337,67.8101,0.99375,277.0,2199.19,2189.94,37.2,123.594,40.5,74.8,74.7,73.5,63.2,35.0,27.7,27.2,38.7,39.0,38.7,38.1,42.5,38.0
136898,2025-10-31 16:23:12,0,869.75,952.0,951.0,956.0,693.0,692.0,692.0,40.08,9.8583,60.0293,1119.0,-147.0,1129.0,9.91,84.5703,67.749,0.99375,277.0,2199.29,2190.03,37.3,134.531,40.5,74.8,74.8,73.6,63.2,34.8,27.7,27.2,38.7,39.0,38.8,38.1,42.6,38.1
136903,2025-10-31 16:28:22,0,869.75,942.0,941.0,947.0,694.0,692.0,693.0,40.08,9.56421,60.0586,1125.0,-160.0,1136.0,9.89,84.4849,67.0166,1.0,276.0,2199.39,2190.12,37.0,121.094,40.4,74.8,74.9,73.6,63.2,34.9,27.7,27.2,38.7,39.0,38.8,38.1,42.5,38.1
136908,2025-10-31 16:52:08,0,869.75,931.0,929.0,932.0,696.0,695.0,696.0,40.08,9.63448,60.0073,1120.0,-148.0,1130.0,9.91,84.5581,67.5049,0.99375,276.0,2199.8,2190.52,37.1,133.75,40.4,74.7,74.8,73.5,63.2,35.0,27.7,27.2,38.7,39.0,38.7,38.1,42.6,38.1
136913,2025-10-31 16:57:18,0,869.75,948.0,947.0,953.0,695.0,694.0,695.0,40.08,9.62928,60.0586,1121.0,-150.0,1131.0,9.9,84.4727,66.4795,1.0,276.0,2199.9,2190.6,37.2,121.875,40.4,74.7,74.8,73.5,63.1,35.5,27.7,27.2,38.7,39.0,38.7,38.1,42.5,38.1
