id,data_hora,status_turb,niv_mont_grade,niv_jus_grade,corr_fase_a,corr_fase_b,corr_fase_c,tens_fase_a,tens_fase_b,tens_fase_c,excit_tens,excit_corr,freq,pot_ativa,pot_reativa,pot_aparente,fp,distrib,rotor,vel,horimetro,acum_energia,uhlm_temp_oleo,uhrv_temp_oleo,uhrv_pres_oleo,enrol_fase_a,enrol_fase_b,enrol_fase_c,bucha_rad_01,bucha_rad_02,gaxet_01,gaxet_02,gaxet_03,manc_la_guia,manc_lna_guia,manc_lna_esc,fluxo_01,fluxo_02,fluxo_03,ret_oleo,fluxo_agua_eixo,vib_la_eixo_x,vib_la_eixo_y,vib_lna_eixo_x,vib_lna_eixo_y,vib_turb_manc_rad,vib_turb_manc_guia,niv_oleo_cuba,niv_agua_cuba
354107,2025-10-31 10:48:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,95.14,0.00,3211.98,7638.60,25.88,29.13,41.72,38.60,36.70,36.80,31.90,29.40,29.80,27.50,28.10,35.60,40.40,41.10,0.28,0.00,0.00,0.69,0.19,0.00,0.00,0.00,0.00,0.00,0.00,35.60,1.00
354112,2025-10-31 10:52:45,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,95.13,0.00,3211.98,7638.60,25.88,29.13,41.56,38.60,36.70,36.80,31.90,29.40,29.70,27.50,28.10,35.70,40.40,41.00,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,35.80,1.20
354117,2025-10-31 10:54:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.26,95.21,0.00,3211.98,7638.60,25.88,29.13,41.41,38.60,36.70,36.80,31.90,29.40,29.80,27.50,28.10,35.60,40.40,41.00,0.28,0.00,0.00,0.69,0.16,0.00,0.00,0.00,0.00,0.00,0.00,35.50,1.10
354122,2025-10-31 10:58:10,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29,95.13,0.00,3211.98,7638.60,25.88,29.13,41.41,38.60,36.60,36.80,31.90,29.40,29.70,27.50,28.20,35.60,40.30,41.00,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.30,1.00
354127,2025-10-31 11:00:43,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,95.17,0.00,3211.98,7638.60,25.88,29.13,41.25,38.60,36.60,36.80,31.90,29.40,29.80,27.50,28.10,35.60,40.30,41.00,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,36.60,1.10
354132,2025-10-31 11:02:59,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,95.17,0.00,3211.98,7638.60,25.88,29.13,41.25,38.50,36.60,36.70,31.90,29.40,29.80,27.50,28.10,35.60,40.30,40.90,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,36.90,1.00
354137,2025-10-31 11:05:56,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.12,95.20,0.00,3211.98,7638.60,25.88,29.13,41.09,38.50,36.60,36.70,31.90,29.40,29.80,27.50,28.20,35.60,40.30,40.90,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.90,1.10
354142,2025-10-31 11:08:23,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,95.17,0.00,3211.98,7638.60,25.66,29.13,40.94,38.50,36.60,36.70,31.90,29.40,29.80,27.50,28.10,35.60,40.30,40.90,0.28,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,37.00,1.00
354147,2025-10-31 11:10:34,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,95.20,0.00,3211.98,7638.60,25.66,29.13,40.00,38.50,36.60,36.70,31.90,29.40,29.80,27.50,28.10,35.60,40.20,40.90,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,1.10
354152,2025-10-31 11:13:56,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.72,95.13,0.00,3211.98,7638.60,25.66,29.13,36.25,38.50,36.50,36.70,31.90,29.40,29.80,27.50,28.10,35.60,40.20,40.80,0.31,0.00,0.00,0.69,0.03,0.00,0.00,0.00,0.00,0.00,0.00,38.30,1.00
354157,2025-10-31 11:16:22,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,95.13,0.00,3211.98,7638.60,25.66,29.13,34.22,38.50,36.50,36.70,31.90,29.40,29.80,27.50,28.10,35.60,40.20,40.80,0.31,0.00,0.00,0.69,0.19,0.00,0.00,0.00,0.00,0.00,0.00,38.40,1.20
354162,2025-10-31 11:18:53,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,95.13,0.00,3211.98,7638.60,25.66,29.13,32.34,38.40,36.50,36.60,31.90,29.40,29.80,27.50,28.20,35.60,40.20,40.80,0.31,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,38.30,1.00
354167,2025-10-31 11:21:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,95.13,0.00,3211.98,7638.60,25.66,29.13,30.31,38.40,36.50,36.60,31.90,29.40,29.80,27.50,28.20,35.60,40.20,40.80,0.31,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,38.80,1.00
354172,2025-10-31 11:24:09,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.26,95.13,0.00,3211.98,7638.60,25.66,29.13,29.22,38.40,36.50,36.60,31.90,29.40,29.80,27.50,28.10,35.60,40.10,40.80,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,38.70,1.10
354177,2025-10-31 11:26:33,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.61,95.13,0.00,3211.98,7638.60,25.66,29.13,27.97,38.40,36.50,36.60,31.90,29.40,29.80,27.50,28.10,35.50,40.10,40.70,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.80
354182,2025-10-31 11:28:58,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.31,95.08,0.00,3211.98,7638.60,25.66,29.13,26.88,38.40,36.50,36.60,31.90,29.40,29.80,27.50,28.10,35.50,40.10,40.70,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.90,0.90
354187,2025-10-31 11:31:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,95.06,0.00,3211.98,7638.60,25.45,29.13,25.78,38.40,36.40,36.60,31.80,29.40,29.80,27.50,28.10,35.50,40.10,40.70,0.31,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,38.80,1.50
354192,2025-10-31 11:34:44,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.26,95.08,0.00,3211.98,7638.60,25.45,29.13,24.84,38.30,36.40,36.60,31.90,29.40,29.80,27.50,28.20,35.50,40.10,40.70,0.31,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,39.70,1.10
354197,2025-10-31 11:37:09,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,95.13,0.00,3211.98,7638.60,25.66,29.13,24.22,38.30,36.40,36.50,31.90,29.40,29.80,27.50,28.10,35.50,40.00,40.70,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60,1.00
354202,2025-10-31 11:39:55,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.68,95.09,0.00,3211.98,7638.60,25.45,29.13,23.28,38.30,36.40,36.50,31.90,29.40,29.80,27.50,28.20,35.50,40.00,40.70,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,22.20,1.20
354207,2025-10-31 11:42:20,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.56,95.09,0.00,3211.98,7638.60,25.45,29.13,22.66,38.30,36.40,36.50,31.80,29.40,29.80,27.60,28.20,35.50,40.00,40.60,0.28,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.80
354212,2025-10-31 11:44:48,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,95.06,0.00,3211.98,7638.60,25.45,29.13,22.03,38.30,36.40,36.50,31.90,29.40,29.80,27.60,28.10,35.50,40.00,40.60,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,22.70,1.20
354217,2025-10-31 11:47:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,95.06,0.00,3211.98,7638.60,25.45,29.13,21.25,38.30,36.30,36.50,31.90,29.40,29.80,27.60,28.10,35.50,40.00,40.60,0.31,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,22.70,1.00
354222,2025-10-31 11:50:38,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.38,95.06,0.00,3211.98,7638.60,25.45,29.13,20.63,38.20,36.40,36.50,31.90,29.40,29.80,27.50,28.20,35.50,39.90,40.60,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,23.10,1.30
354227,2025-10-31 11:53:09,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29,95.01,0.00,3211.98,7638.60,25.45,29.13,20.16,38.20,36.30,36.50,31.80,29.40,29.80,27.60,28.10,35.50,39.90,40.60,0.31,0.00,0.00,0.69,0.19,0.00,0.00,0.00,0.00,0.00,0.00,23.50,1.10
354232,2025-10-31 11:56:34,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,95.06,0.00,3211.98,7638.60,25.45,29.13,19.69,38.20,36.30,36.50,31.90,29.40,29.80,27.60,28.10,35.50,39.90,40.50,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,24.10,0.90
354237,2025-10-31 11:58:58,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,95.06,0.00,3211.98,7638.60,25.24,29.13,19.38,38.20,36.30,36.40,31.80,29.40,29.80,27.60,28.20,35.50,39.90,40.50,0.28,0.00,0.00,0.69,0.03,0.00,0.00,0.00,0.00,0.00,0.00,24.20,1.20
354242,2025-10-31 12:02:48,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,95.02,0.00,3211.98,7638.60,25.24,29.13,18.75,38.20,36.30,36.40,31.80,29.40,29.80,27.60,28.20,35.50,39.90,40.50,0.31,0.00,0.00,0.69,0.22,0.00,0.00,0.00,0.00,0.00,0.00,24.10,0.90
354247,2025-10-31 12:05:56,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.68,95.06,0.00,3211.98,7638.60,25.45,29.13,18.28,38.20,36.30,36.40,31.90,29.40,29.80,27.60,28.10,35.50,39.80,40.50,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,24.40,1.10
354252,2025-10-31 12:08:10,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,95.04,0.00,3211.98,7638.60,25.45,29.13,17.97,38.20,36.30,36.40,31.80,29.40,29.80,27.60,28.20,35.50,39.80,40.50,0.31,0.00,0.00,0.69,0.16,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.90
354257,2025-10-31 12:10:40,1,1096.89,1096.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,95.06,0.00,3211.98,7638.60,25.24,29.13,17.66,38.10,36.30,36.40,31.90,29.40,29.80,27.60,28.20,35.50,39.80,40.40,0.28,0.00,0.00,0.69,0.25,0.00,0.00,0.00,0.00,0.00,0.00,24.70,1.10
354262,2025-10-31 12:12:48,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.45,95.04,0.00,3211.98,7638.60,25.24,29.13,17.34,38.10,36.30,36.40,31.90,29.40,29.80,27.60,28.10,35.50,39.80,40.40,0.28,0.00,0.00,0.69,0.16,0.00,0.00,0.00,0.00,0.00,0.00,25.00,1.10
354267,2025-10-31 12:15:56,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.93,95.04,0.00,3211.98,7638.60,25.24,29.13,17.03,38.10,36.20,36.40,31.80,29.40,29.80,27.60,28.20,35.40,39.80,40.40,0.31,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,1.10
354272,2025-10-31 12:18:11,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,95.06,0.00,3211.98,7638.60,25.24,29.13,16.72,38.10,36.20,36.30,31.90,29.40,29.80,27.50,28.20,35.40,39.70,40.40,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.30,1.00
354277,2025-10-31 12:20:34,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,95.04,0.00,3211.98,7638.60,25.24,29.13,16.56,38.10,36.20,36.30,31.80,29.40,29.80,27.50,28.10,35.40,39.70,40.40,0.28,0.00,0.00,0.69,0.22,0.00,0.00,0.00,0.00,0.00,0.00,25.90,1.10
354282,2025-10-31 12:22:59,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,95.01,0.00,3211.98,7638.60,25.24,29.13,16.25,38.10,36.20,36.30,31.80,29.40,29.80,27.60,28.20,35.40,39.70,40.40,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,25.90,1.10
354287,2025-10-31 12:25:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.52,95.02,0.00,3211.98,7638.60,25.24,29.13,15.94,38.00,36.20,36.30,31.80,29.40,29.80,27.50,28.10,35.40,39.70,40.30,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,26.20,1.10
354292,2025-10-31 12:28:11,1,1096.88,1096.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.37,95.01,0.00,3211.98,7638.60,25.24,29.13,15.78,38.10,36.20,36.30,31.80,29.40,29.80,27.60,28.20,35.40,39.70,40.30,0.31,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,0.80
354297,2025-10-31 12:30:35,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.06,95.01,0.00,3211.98,7638.60,25.24,29.19,15.63,38.00,36.20,36.30,31.80,29.40,29.80,27.50,28.20,35.40,39.70,40.30,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,26.20,1.20
354302,2025-10-31 12:32:49,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,94.98,0.00,3211.98,7638.60,25.24,29.13,15.31,38.00,36.20,36.30,31.90,29.40,29.80,27.60,28.20,35.40,39.60,40.30,0.31,0.00,0.00,0.69,0.19,0.00,0.00,0.00,0.00,0.00,0.00,27.10,1.10
354307,2025-10-31 12:35:56,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,94.98,0.00,3211.98,7638.60,25.24,29.13,15.16,38.00,36.20,36.30,31.90,29.40,29.80,27.60,28.20,35.40,39.60,40.30,0.28,0.00,0.00,0.69,0.22,0.00,0.00,0.00,0.00,0.00,0.00,27.00,1.20
354312,2025-10-31 12:38:11,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,95.01,0.00,3211.98,7638.60,25.24,29.19,15.00,38.00,36.10,36.30,31.90,29.40,29.80,27.60,28.20,35.40,39.60,40.30,0.31,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,27.30,1.10
354317,2025-10-31 12:40:37,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.15,95.01,0.00,3211.98,7638.60,25.03,29.19,14.69,38.00,36.10,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.60,40.20,0.28,0.00,0.00,0.69,0.03,0.00,0.00,0.00,0.00,0.00,0.00,27.40,1.00
354322,2025-10-31 12:42:49,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.31,95.02,0.00,3211.98,7638.60,25.24,29.19,14.69,38.00,36.10,36.20,31.80,29.40,29.80,27.60,28.20,35.40,39.60,40.20,0.31,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,27.60,1.20
354327,2025-10-31 12:45:56,1,1096.88,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.17,95.01,0.00,3211.98,7638.60,25.24,29.19,14.53,37.90,36.10,36.20,31.80,29.40,29.80,27.60,28.20,35.40,39.60,40.20,0.28,0.00,0.00,0.69,0.22,0.00,0.00,0.00,0.00,0.00,0.00,27.80,1.30
354332,2025-10-31 12:48:11,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.13,95.01,0.00,3211.98,7638.60,25.03,29.19,14.22,37.90,36.10,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.20,0.25,0.00,0.00,0.69,0.31,0.00,0.00,0.00,0.00,0.00,0.00,28.10,1.00
354337,2025-10-31 12:50:35,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,95.01,0.00,3211.98,7638.60,25.03,29.19,14.06,37.90,36.10,36.20,31.80,29.40,29.80,27.60,28.20,35.40,39.50,40.20,0.28,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.40,1.20
354342,2025-10-31 12:52:51,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.57,94.98,0.00,3211.98,7638.60,25.03,29.19,14.06,37.90,36.10,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.20,0.28,0.00,0.00,0.69,0.28,0.00,0.00,0.00,0.00,0.00,0.00,28.50,1.10
354347,2025-10-31 12:55:56,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.93,0.00,3211.98,7638.60,25.24,29.19,13.91,37.90,36.10,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.20,0.28,0.00,0.00,0.67,0.06,0.00,0.00,0.00,0.00,0.00,0.00,28.30,1.00
354352,2025-10-31 12:58:11,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.97,0.00,3211.98,7638.60,25.03,29.19,13.75,37.90,36.00,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.10,0.31,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.40,1.10
354357,2025-10-31 13:00:34,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.37,95.04,0.00,3211.98,7638.60,25.03,29.19,13.59,37.90,36.00,36.20,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.10,0.31,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,28.70,1.10
354362,2025-10-31 13:02:49,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,94.97,0.00,3211.98,7638.60,25.03,29.19,13.44,37.90,36.00,36.10,31.80,29.40,29.80,27.60,28.20,35.40,39.50,40.10,0.28,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,29.00,1.20
354367,2025-10-31 13:05:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.95,0.00,3211.98,7638.60,25.03,29.19,13.28,37.90,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.50,40.10,0.28,0.00,0.00,0.69,0.28,0.00,0.00,0.00,0.00,0.00,0.00,29.30,1.10
354372,2025-10-31 13:08:11,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,94.98,0.00,3211.98,7638.60,25.03,29.19,13.13,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.10,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,29.90,1.10
354377,2025-10-31 13:10:35,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.91,0.00,3211.98,7638.60,25.03,29.19,12.97,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.10,0.28,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1.40
354382,2025-10-31 13:12:49,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.93,0.00,3211.98,103.00,24.81,29.19,12.81,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.00,0.28,0.00,0.00,0.69,0.19,0.00,0.00,0.00,0.00,0.00,0.00,29.80,1.00
354387,2025-10-31 13:15:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,94.97,0.00,3211.98,7638.60,24.81,29.19,12.66,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.00,0.28,0.00,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.00,30.20,1.10
354392,2025-10-31 13:18:12,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.97,0.00,3211.98,7638.60,24.81,29.19,12.50,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.00,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,30.10,0.90
354397,2025-10-31 13:20:35,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22,94.95,0.00,3211.98,7638.60,25.03,29.19,12.50,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.00,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,30.80,0.80
354402,2025-10-31 13:22:49,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.95,0.00,3211.98,7638.60,24.81,29.19,12.50,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.40,40.00,0.31,0.00,0.00,0.69,0.28,0.00,0.00,0.00,0.00,0.00,0.00,30.70,1.10
354407,2025-10-31 13:25:57,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,94.98,0.00,3211.98,7638.60,24.81,29.25,12.34,37.80,36.00,36.10,31.90,29.40,29.80,27.60,28.20,35.30,39.30,40.00,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00
354412,2025-10-31 13:28:13,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,94.97,0.00,3211.98,7638.60,25.03,29.25,12.19,37.80,35.90,36.10,31.90,29.40,29.80,27.60,28.20,35.40,39.30,40.00,0.31,0.00,0.00,0.69,0.25,0.00,0.00,0.00,0.00,0.00,0.00,31.30,1.10
354417,2025-10-31 13:30:35,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.93,0.00,3211.98,7638.60,25.03,29.25,12.03,37.80,35.90,36.10,31.80,29.40,29.80,27.60,28.20,35.40,39.30,39.90,0.31,0.00,0.00,0.69,0.13,0.00,0.00,0.00,0.00,0.00,0.00,31.30,1.00
354422,2025-10-31 13:32:50,1,1096.87,1096.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,94.93,0.00,3211.98,7638.60,24.81,29.25,12.03,37.80,36.00,36.00,31.90,29.40,29.80,27.60,28.20,35.40,39.30,39.90,0.28,0.00,0.00,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.00,31.50,1.10
